2097152,34359738368,1,-24
6291456,34359738368,2,25
68994220074,4432414670997,1,-38
68994220330,4432414670997,2,39
68994220330,4432414736533,1,-40
16384,0,2,23
16518,4398046511361,2,29
16534,4398046511881,1,-32
17558,4398046511881,2,33
6309046,4398314982153,2,39
34359738501,4398048608258,2,27
34359738517,4398048608266,2,29
34359738549,4398048609034,1,-32
34359739573,4398048609034,2,33
34359739573,4398048611082,1,-34
34359738368,1,1,21
34359738370,5,1,23
34359738378,5,2,-24
34359760426,35221,2,-34
34360481322,14977429,1,41
16386,268435457,1,15
49158,805306369,2,-18
49158,805306377,1,19
49462,805372041,2,-24
1074316086,35165504649,1,31
1,0,2,-28
4398046511105,16384,2,-30
4398046511105,2113536,1,31
4398046511107,2113540,1,33
4398046511115,2113556,1,35
662,17673,1,-22
268440246,2116873,2,27
4398315016886,6343945,2,31
4398315016886,14732553,1,-32
4399942931126,6457576713,1,-40
807403520,4398046527488,2,-8
807436437,4398050787626,1,19
815826581,4398050920746,2,-24
17627395692181,118747277248810,2,-34
17770270463637,259564222499114,2,-42
2097157,268435458,2,-22
2097205,268435594,2,-26
2097717,268435850,2,-28
543164981,276829578,2,-34
576883253,293688714,2,-40
34359738368,68719476736,1,-12
34359738497,4466765987840,2,15
34359738549,4466765988106,2,21
34359739573,4466765988618,2,23
37044786357,4468108512010,2,35
13228499288064,69524783104,2,-18
13228499288064,70598524928,1,19
31097710723072,208039575553,1,25
31102005690410,208043769877,2,-32
31102005690410,208043770005,1,33
13194139533312,34359738368,2,25
13194139533312,34361835520,1,-26
13194139533313,34361835522,1,-28
13194139533461,34361851946,1,-34
13194437329045,34361853738,2,41
2097152,0,2,13
2097153,16386,1,-16
2097301,16682,1,-22
2133141,86826,1,-28
69527178389,35433698090,2,35
4398046511109,16386,2,23
4398046543893,16554,1,-28
13228499309845,2181802,2,37
13228499309845,2312874,1,-38
13297222980885,3099306,1,-42
8796093071360,21990500990976,1,-18
8796093071365,21990500990978,2,21
8796093072693,21990501059210,1,-30
8796095436085,22024860928650,2,35
44186625955125,22025410906762,1,-42
16384,0,2,21
16661,268435594,2,29
16661,268436106,1,-30
18741,268469898,1,-34
1610762549,268539530,2,39
34628173824,4398046511104,2,-14
103347650560,4398048608257,1,17
103347650562,4398048608257,2,-18
103347799338,4398048709269,1,31
103347803434,4398048709269,2,-32
2097280,1,2,19
2097286,4398046511361,2,23
2098326,4398046511881,2,27
6325430,4398046595849,2,33
26388285392054,4398055119625,1,-38
268435461,2097162,1,-22
268435605,2097450,1,-26
272632469,2102570,2,31
272632469,34361840938,1,-32
1891650197,242667754794,2,39
16384,0,2,17
16394,5,2,21
23098,99717,2,31
34360023610,755077,2,35
103079500346,2852229,2,37
4398046544149,16554,2,29
4432406287637,84650,2,35
13228499309845,2181802,2,37
13228503504149,2312874,2,39
13228503504149,2575018,1,-40
4398046511233,34359754752,2,21
4398046511237,34359754762,1,-24
13194139670165,34361952554,1,-36
13194152253077,34362214698,2,39
13262871729813,34362738986,2,41
4210688,2097152,2,-26
272646144,2097153,2,-28
272646144,10485761,1,29
272646154,10485765,2,-32
272646314,4398057029653,1,37
1,0,2,9
5,2,2,11
33973,4398046528266,2,21
38069,4398314965770,1,-24
1002875229365,14372840295178,1,-40
4398046511104,0,2,13
4398046511107,8796095119360,2,17
4398046511115,8796095119380,1,-20
4398046593323,8796095153812,1,-28
4398047123755,8796095547028,2,33
34361835649,4398050721794,1,-24
34361838229,4398050723114,1,-32
103089736341,4398050919722,2,37
103106513557,4398050923818,2,39
103374949013,4398051185962,2,41
2113664,3,2,31
2113668,268435459,2,33
2113676,268435715,2,35
2146476,268437267,1,-40
6340780,268437267,2,41
16384,4398046511104,1,25
16385,4398046511104,2,-26
16389,4398046511114,1,29
2115893,4398046611082,1,39
2246965,4398050805386,1,41
4398048608298,405,1,19
4398048610858,1429,2,-22
4398052805162,8394133,1,25
22060870928938,8832692524437,2,-36
22198309882410,8836987491733,2,-38
34359738369,4398046511106,1,23
34359738373,4398046511114,1,25
34359738517,4398046511146,2,-28
34361870741,4398046533162,2,-36
34634500501,4398046991914,1,41
268435459,6291456,2,-26
268435459,543162368,1,27
285229847,551583912,2,-38
285229847,585138344,1,39
285232919,4398631649448,2,-42
34359738496,4398046511104,2,21
34359738501,4398046527498,1,-26
34359738517,4398046527754,1,-28
34359771829,4398046530826,2,33
8830459085493,4398046731530,2,39
16384,0,2,27
2113536,32768,2,29
2113537,4398046544000,1,-32
2113547,4398046544020,1,-36
6373419,4398046544788,2,41
34359738368,1,1,21
34359738410,21,2,-26
34359825962,2132373,2,-36
34359957034,6326677,2,-38
34360481322,14977429,1,41
133,4398046511106,2,-18
